applicant_id,name,age,income,employment_status,credit_score,loan_amount,loan_purpose,existing_debt,approved
3457,Vivaan Nair,30,646168,Salaried,596,333571,Education,52578,1
3458,Aditya Nair,33,374212,Salaried,699,791965,Debt Consolidation,128985,0
3459,Vihaan Nair,28,156574,Contract,578,320006,Medical,20026,0
3460,Arjun Nair,29,438538,Salaried,685,400259,Car Purchase,74517,1
3461,Sai Nair,32,381711,Salaried,650,526951,Debt Consolidation,160733,0
3462,Atharv Nair,40,526697,Contract,612,955914,Debt Consolidation,182980,0
3463,Ishaan Nair,28,393139,Self-Employed,674,107603,Education,81319,1
3464,Ananya Nair,41,431512,Contract,618,346918,Medical,141832,0
3465,Diya Nair,30,291332,Salaried,666,100000,Home Renovation,61795,1
3466,Aadhya Nair,22,654773,Salaried,718,629424,Home Renovation,147420,1
3467,Aarohi Nair,39,572060,Salaried,668,472278,Education,83288,1
3468,Anika Nair,21,417907,Salaried,695,830457,Education,19118,0
3469,Myra Nair,32,636932,Self-Employed,640,492275,Business Expansion,135580,1
3470,Sara Nair,31,451497,Salaried,763,604470,Car Purchase,281464,0
3471,Aisha Nair,40,554831,Self-Employed,690,776901,Business Expansion,189066,0
3472,Aarav Rao,40,284754,Salaried,683,170767,Business Expansion,161731,1
3473,Vivaan Rao,45,150000,Unemployed,509,100000,Car Purchase,9023,0
3474,Aditya Rao,28,633824,Salaried,580,1056772,Education,121619,0
3475,Vihaan Rao,49,642176,Salaried,671,809684,Car Purchase,107992,0
3476,Arjun Rao,31,1022139,Salaried,727,1050341,Business Expansion,280994,1
3477,Sai Rao,36,246983,Contract,676,337002,Car Purchase,55125,0
3478,Atharv Rao,32,454969,Self-Employed,583,461618,Home Renovation,237731,0
3479,Ishaan Rao,25,819479,Self-Employed,601,585887,Car Purchase,389752,0
3480,Ananya Rao,45,712847,Salaried,673,872469,Business Expansion,214020,0
3481,Diya Rao,31,437588,Contract,566,465071,Business Expansion,188909,0
3482,Aadhya Rao,40,564587,Salaried,698,605549,Education,219269,0
3483,Aarohi Rao,32,944033,Self-Employed,660,1809081,Car Purchase,410984,0
3484,Anika Rao,27,150000,Unemployed,566,100000,Education,29400,0
3485,Myra Rao,33,437223,Salaried,596,563740,Debt Consolidation,126669,0
3486,Sara Rao,37,425332,Salaried,719,521387,Car Purchase,0,1
3487,Aisha Rao,35,735779,Self-Employed,608,1504253,Debt Consolidation,150856,0
3488,Aarav Mishra,37,479913,Salaried,614,100000,Medical,75158,1
3489,Vivaan Mishra,33,269225,Contract,592,500789,Education,85609,0
3490,Aditya Mishra,34,557259,Salaried,570,960388,Home Renovation,5961,0
3491,Vihaan Mishra,30,373117,Salaried,710,100000,Car Purchase,34922,1
3492,Arjun Mishra,24,2232952,Self-Employed,623,3000000,Car Purchase,493156,0
3493,Sai Mishra,43,435931,Salaried,621,578735,Debt Consolidation,121149,0
3494,Atharv Mishra,30,779302,Salaried,708,1711770,Business Expansion,34827,0
3495,Ishaan Mishra,30,445944,Salaried,613,454492,Education,176111,0
3496,Ananya Mishra,36,866022,Salaried,658,1816503,Home Renovation,76634,0
3497,Diya Mishra,21,333012,Salaried,616,580618,Car Purchase,99057,0
3498,Aadhya Mishra,42,334822,Salaried,666,155451,Medical,0,1
3499,Aarohi Mishra,27,357289,Salaried,644,660910,Education,80074,0
3500,Anika Mishra,44,1034212,Self-Employed,668,115428,Debt Consolidation,135850,1
3501,Myra Mishra,26,797693,Salaried,646,100000,Debt Consolidation,152177,1
3502,Sara Mishra,23,605783,Salaried,735,883700,Business Expansion,204412,0
3503,Aisha Mishra,33,766824,Salaried,680,884027,Debt Consolidation,250397,0
3504,Aarav Chopra,44,1105680,Self-Employed,718,913038,Home Renovation,116104,1
3505,Vivaan Chopra,41,471352,Salaried,718,370236,Medical,71719,1
3506,Aditya Chopra,34,566316,Salaried,686,562531,Education,197880,1
3507,Vihaan Chopra,41,746688,Salaried,709,1040910,Debt Consolidation,177548,0
3508,Arjun Chopra,24,412646,Salaried,700,427121,Medical,55522,1
3509,Sai Chopra,34,287566,Self-Employed,634,724004,Home Renovation,84125,0
3510,Atharv Chopra,48,1009770,Self-Employed,622,2104237,Car Purchase,430422,0
3511,Ishaan Chopra,35,290924,Salaried,664,254296,Business Expansion,78353,0
3512,Ananya Chopra,33,423297,Self-Employed,636,655497,Debt Consolidation,22509,0
3513,Diya Chopra,45,386265,Contract,618,356637,Business Expansion,125664,0
3514,Aadhya Chopra,49,606501,Salaried,699,370094,Debt Consolidation,121269,1
3515,Aarohi Chopra,21,541350,Salaried,584,364333,Business Expansion,92758,1
3516,Anika Chopra,37,740289,Contract,668,484851,Business Expansion,298445,0
3517,Myra Chopra,29,976502,Self-Employed,654,976770,Debt Consolidation,329248,0
3518,Sara Chopra,34,445731,Salaried,584,701131,Business Expansion,0,0
3519,Aisha Chopra,30,444432,Salaried,627,240836,Business Expansion,20057,1
3520,Aarav Ghosh,38,723613,Self-Employed,639,1166123,Medical,137456,0
3521,Vivaan Ghosh,33,749743,Salaried,621,618288,Business Expansion,134609,1
3522,Aditya Ghosh,35,255942,Unemployed,579,107707,Business Expansion,0,0
3523,Vihaan Ghosh,24,484240,Salaried,630,244447,Home Renovation,43114,1
3524,Arjun Ghosh,39,313328,Salaried,681,437946,Home Renovation,132849,0
3525,Sai Ghosh,41,440203,Self-Employed,672,546315,Debt Consolidation,102274,0
3526,Atharv Ghosh,37,775499,Self-Employed,647,415055,Home Renovation,272471,1
3527,Ishaan Ghosh,43,420162,Self-Employed,666,468542,Education,188031,0
3528,Ananya Ghosh,24,630179,Contract,532,461716,Home Renovation,197736,0
3529,Diya Ghosh,36,446708,Salaried,637,164206,Car Purchase,133317,1
3530,Aadhya Ghosh,46,965763,Self-Employed,662,582240,Car Purchase,332430,1
3531,Aarohi Ghosh,33,255114,Salaried,569,100000,Medical,59838,1
3532,Anika Ghosh,33,913075,Self-Employed,712,232218,Car Purchase,127666,1
3533,Myra Ghosh,40,453590,Salaried,658,1052682,Business Expansion,98208,0
3534,Sara Ghosh,34,599643,Salaried,647,897309,Medical,135460,0
3535,Aisha Ghosh,30,370295,Contract,612,527681,Debt Consolidation,149000,0
3536,Aarav Sharma,42,2836663,Self-Employed,642,3000000,Debt Consolidation,252937,0
3537,Vivaan Sharma,36,167541,Unemployed,619,142146,Car Purchase,53751,0
3538,Aditya Sharma,38,659927,Salaried,671,1189455,Medical,128678,0
3539,Vihaan Sharma,45,944984,Self-Employed,654,1273817,Business Expansion,211928,0
3540,Arjun Sharma,32,615284,Salaried,691,423862,Car Purchase,122631,1
3541,Sai Sharma,27,795890,Salaried,542,2017207,Education,73061,0
3542,Atharv Sharma,33,844662,Salaried,715,1012111,Car Purchase,202547,1
3543,Ishaan Sharma,24,685936,Contract,534,1166920,Debt Consolidation,263525,0
3544,Ananya Sharma,37,252595,Salaried,738,143286,Car Purchase,94562,1
3545,Diya Sharma,21,1098329,Salaried,620,1854859,Debt Consolidation,120977,0
3546,Aadhya Sharma,33,842572,Salaried,635,1418177,Education,390603,0
3547,Aarohi Sharma,26,502327,Salaried,637,356174,Medical,121438,1
3548,Anika Sharma,21,380536,Self-Employed,624,433049,Car Purchase,24865,0
3549,Myra Sharma,44,848522,Salaried,667,1232510,Home Renovation,89815,0
3550,Sara Sharma,42,283284,Contract,645,591121,Debt Consolidation,124331,0
3551,Aisha Sharma,38,1039993,Self-Employed,684,634525,Medical,274673,1
3552,Aarav Verma,41,281624,Self-Employed,643,214561,Home Renovation,23284,1
3553,Vivaan Verma,42,345489,Salaried,683,465620,Medical,106790,0
3554,Aditya Verma,21,415720,Contract,536,231953,Medical,54026,0
3555,Vihaan Verma,29,659874,Contract,642,100000,Home Renovation,205895,1
3556,Arjun Verma,46,387846,Salaried,699,150466,Education,150727,1
3557,Sai Verma,38,645633,Salaried,619,209552,Education,172042,1
3558,Atharv Verma,25,947637,Salaried,616,665240,Debt Consolidation,304379,0
3559,Ishaan Verma,35,500669,Salaried,687,429798,Education,132676,1
3560,Ananya Verma,33,492671,Contract,624,181417,Medical,84314,1
3561,Diya Verma,32,385110,Salaried,652,568922,Home Renovation,79670,0
3562,Aadhya Verma,23,429932,Salaried,683,994453,Medical,145786,0
3563,Aarohi Verma,29,188885,Unemployed,577,338543,Car Purchase,84209,0
3564,Anika Verma,28,636822,Salaried,740,214068,Medical,304118,1
3565,Myra Verma,35,888217,Salaried,651,1528669,Debt Consolidation,100242,0
3566,Sara Verma,27,507243,Salaried,729,288656,Home Renovation,0,1
3567,Aisha Verma,31,696610,Salaried,659,690718,Car Purchase,147859,0
3568,Aarav Iyer,42,575441,Salaried,700,377521,Car Purchase,130061,1
3569,Vivaan Iyer,22,524260,Salaried,627,672437,Home Renovation,179326,0
3570,Aditya Iyer,44,388795,Contract,567,556261,Debt Consolidation,219888,0
3571,Vihaan Iyer,56,972893,Salaried,771,266738,Education,188225,1
3572,Arjun Iyer,41,502097,Salaried,688,603461,Car Purchase,35323,0
3573,Sai Iyer,35,466427,Salaried,709,683509,Debt Consolidation,35795,0
3574,Atharv Iyer,35,475538,Salaried,628,481941,Debt Consolidation,10525,1
3575,Ishaan Iyer,32,532351,Contract,680,344130,Education,87759,1
3576,Ananya Iyer,21,303401,Self-Employed,589,191972,Education,29720,1
3577,Diya Iyer,30,322798,Self-Employed,615,407115,Business Expansion,113921,0
3578,Aadhya Iyer,42,781273,Salaried,672,246498,Home Renovation,310522,1
3579,Aarohi Iyer,32,630060,Salaried,617,271378,Debt Consolidation,114737,1
3580,Anika Iyer,28,1158118,Self-Employed,624,828193,Home Renovation,216968,1
3581,Myra Iyer,39,456146,Salaried,597,358092,Debt Consolidation,186150,0
3582,Sara Iyer,33,756202,Salaried,640,215596,Car Purchase,410573,1
3583,Aisha Iyer,33,700047,Salaried,610,619050,Debt Consolidation,118708,0
3584,Aarav Kumar,38,186857,Salaried,659,368720,Car Purchase,41450,0
3585,Vivaan Kumar,43,426741,Salaried,625,937461,Medical,181746,0
3586,Aditya Kumar,43,1581091,Salaried,671,1407973,Medical,567315,1
3587,Vihaan Kumar,41,572947,Salaried,678,220842,Education,194203,1
3588,Arjun Kumar,23,527281,Salaried,598,100000,Car Purchase,101497,1
3589,Sai Kumar,30,523899,Salaried,615,411095,Business Expansion,271888,0
3590,Atharv Kumar,39,770652,Salaried,572,838661,Car Purchase,293311,0
3591,Ishaan Kumar,32,900153,Salaried,721,899901,Car Purchase,23708,1
3592,Ananya Kumar,28,712812,Contract,633,308512,Medical,219508,1
3593,Diya Kumar,28,150000,Unemployed,647,274639,Car Purchase,23055,0
3594,Aadhya Kumar,36,758355,Salaried,769,853600,Car Purchase,50645,1
3595,Aarohi Kumar,26,642533,Salaried,595,1272502,Car Purchase,239850,0
3596,Anika Kumar,34,984596,Self-Employed,570,1146329,Home Renovation,293062,0
3597,Myra Kumar,34,467240,Contract,607,219383,Home Renovation,200832,0
3598,Sara Kumar,27,897761,Salaried,565,1338448,Debt Consolidation,283954,0
3599,Aisha Kumar,46,222586,Contract,679,149374,Home Renovation,70249,1
3600,Aarav Patel,43,367755,Salaried,697,356195,Education,38909,1
3601,Vivaan Patel,32,1430513,Self-Employed,605,825142,Education,369966,0
3602,Aditya Patel,38,399731,Salaried,651,315281,Debt Consolidation,97475,1
3603,Vihaan Patel,41,782062,Salaried,615,408148,Education,22874,1
3604,Arjun Patel,30,546071,Salaried,640,431424,Education,77979,0
3605,Sai Patel,32,455205,Salaried,638,100000,Business Expansion,132867,1
3606,Atharv Patel,36,437781,Salaried,675,475240,Education,81348,1
3607,Ishaan Patel,56,361473,Salaried,698,100000,Car Purchase,48532,1
3608,Ananya Patel,39,621512,Contract,621,441370,Education,98351,0
3609,Diya Patel,21,407799,Salaried,648,566611,Home Renovation,110651,0
3610,Aadhya Patel,27,263957,Contract,566,415559,Debt Consolidation,131669,0
3611,Aarohi Patel,29,503235,Salaried,595,482810,Medical,237177,0
3612,Anika Patel,39,325195,Salaried,638,100000,Debt Consolidation,0,1
3613,Myra Patel,34,386557,Self-Employed,674,100000,Education,78354,1
3614,Sara Patel,46,386083,Contract,666,797600,Home Renovation,51977,0
3615,Aisha Patel,39,435639,Salaried,681,502382,Car Purchase,0,1
3616,Aarav Singh,33,473565,Salaried,627,529776,Medical,20707,1
3617,Vivaan Singh,21,736114,Salaried,529,1012096,Business Expansion,150800,0
3618,Aditya Singh,26,423488,Contract,616,639556,Debt Consolidation,82424,0
3619,Vihaan Singh,33,478146,Salaried,637,604035,Car Purchase,51617,0
3620,Arjun Singh,46,333051,Contract,605,306528,Education,166904,0
3621,Sai Singh,35,450251,Salaried,686,580978,Business Expansion,198903,0
3622,Atharv Singh,34,382808,Self-Employed,600,416356,Medical,68878,0
3623,Ishaan Singh,22,1242339,Self-Employed,601,2499517,Home Renovation,0,0
3624,Ananya Singh,48,204425,Self-Employed,690,325763,Education,61191,0
3625,Diya Singh,41,372049,Salaried,666,261998,Education,110114,1
3626,Aadhya Singh,30,339952,Self-Employed,635,171198,Business Expansion,48442,1
3627,Aarohi Singh,27,397306,Self-Employed,618,301932,Home Renovation,79323,1
3628,Anika Singh,33,610254,Salaried,612,606359,Debt Consolidation,194201,0
3629,Myra Singh,25,503727,Contract,508,100000,Debt Consolidation,96618,0
3630,Sara Singh,22,422424,Salaried,663,726977,Business Expansion,138587,0
3631,Aisha Singh,28,1135408,Salaried,609,156719,Debt Consolidation,352119,1
3632,Aarav Reddy,59,817193,Salaried,736,1248729,Car Purchase,428288,0
3633,Vivaan Reddy,38,368151,Self-Employed,620,576761,Car Purchase,91168,0
3634,Aditya Reddy,43,635681,Contract,650,1172710,Home Renovation,315462,0
3635,Vihaan Reddy,30,587440,Contract,592,989384,Car Purchase,216118,0
3636,Arjun Reddy,22,528315,Salaried,690,156139,Debt Consolidation,131681,1
3637,Sai Reddy,27,764151,Salaried,685,1210174,Medical,95375,0
3638,Atharv Reddy,32,517447,Salaried,637,679469,Medical,61026,0
3639,Ishaan Reddy,37,571933,Salaried,635,433447,Home Renovation,157609,0
3640,Ananya Reddy,22,343815,Salaried,708,689250,Car Purchase,71084,0
3641,Diya Reddy,21,446868,Salaried,606,685986,Debt Consolidation,0,0
3642,Aadhya Reddy,57,491355,Salaried,692,325779,Car Purchase,149154,1
3643,Aarohi Reddy,24,434587,Contract,528,549436,Debt Consolidation,49451,0
3644,Anika Reddy,41,733499,Self-Employed,618,892142,Home Renovation,196160,0
3645,Myra Reddy,36,477158,Salaried,607,889448,Debt Consolidation,153752,0
3646,Sara Reddy,38,162347,Contract,687,284374,Medical,49329,0
3647,Aisha Reddy,44,464319,Salaried,635,512923,Car Purchase,215101,0
3648,Aarav Gupta,25,684168,Salaried,654,570392,Home Renovation,204684,1
3649,Vivaan Gupta,21,446497,Contract,603,275646,Debt Consolidation,170650,0
3650,Aditya Gupta,36,1028505,Salaried,670,1300212,Education,154827,0
3651,Vihaan Gupta,41,207999,Unemployed,660,172897,Business Expansion,18249,0
3652,Arjun Gupta,39,610858,Self-Employed,613,480466,Home Renovation,225902,0
3653,Sai Gupta,43,312330,Contract,626,431000,Medical,120079,0
3654,Atharv Gupta,36,692550,Salaried,695,1485511,Home Renovation,267135,0
3655,Ishaan Gupta,34,388621,Salaried,588,344300,Debt Consolidation,96975,0
3656,Ananya Gupta,27,565038,Salaried,623,936316,Home Renovation,30737,0
3657,Diya Gupta,26,502936,Salaried,715,910589,Business Expansion,189129,0
3658,Aadhya Gupta,45,622643,Salaried,703,1033127,Education,94684,0
3659,Aarohi Gupta,48,630559,Salaried,719,797892,Car Purchase,124678,1
3660,Anika Gupta,21,347556,Salaried,643,597201,Education,77835,0
3661,Myra Gupta,27,1231916,Self-Employed,529,225422,Education,302765,0
3662,Sara Gupta,40,338304,Salaried,702,432680,Education,74137,1
3663,Aisha Gupta,27,274776,Contract,611,213319,Business Expansion,88142,0
3664,Aarav Das,31,638168,Salaried,629,100000,Medical,268939,1
3665,Vivaan Das,21,597985,Self-Employed,617,630255,Business Expansion,267919,0
3666,Aditya Das,33,675433,Salaried,669,251386,Debt Consolidation,385808,1
3667,Vihaan Das,42,446671,Salaried,701,523491,Home Renovation,156550,0
3668,Arjun Das,29,1017937,Self-Employed,653,454871,Medical,3362,1
3669,Sai Das,34,1240547,Salaried,646,100000,Business Expansion,131064,1
3670,Atharv Das,34,257758,Contract,623,177827,Home Renovation,115529,0
3671,Ishaan Das,29,1258071,Self-Employed,598,2567713,Medical,284450,0
3672,Ananya Das,40,451482,Self-Employed,639,100000,Medical,159152,1
3673,Diya Das,33,629912,Salaried,727,992246,Business Expansion,191313,0
3674,Aadhya Das,30,574108,Salaried,645,395899,Business Expansion,96715,1
3675,Aarohi Das,42,622748,Self-Employed,684,1073843,Medical,125715,0
3676,Anika Das,38,376049,Self-Employed,579,205635,Home Renovation,112490,0
3677,Myra Das,38,590215,Salaried,654,818417,Car Purchase,117315,0
3678,Sara Das,37,430889,Salaried,726,100000,Debt Consolidation,30317,1
3679,Aisha Das,39,478391,Salaried,678,190340,Business Expansion,108598,1
3680,Aarav Mehta,38,700737,Salaried,713,521822,Business Expansion,336320,1
3681,Vivaan Mehta,27,510602,Salaried,625,551390,Education,105659,0
3682,Aditya Mehta,37,850984,Self-Employed,672,415115,Home Renovation,184991,1
3683,Vihaan Mehta,37,619072,Salaried,653,811905,Medical,117112,0
3684,Arjun Mehta,36,486012,Salaried,617,569124,Business Expansion,111597,0
3685,Sai Mehta,33,224137,Self-Employed,726,100000,Business Expansion,28144,1
3686,Atharv Mehta,42,701551,Salaried,620,311373,Education,152111,1
3687,Ishaan Mehta,38,506521,Salaried,719,508230,Car Purchase,105020,1
3688,Ananya Mehta,32,724590,Salaried,655,100000,Debt Consolidation,150239,1
3689,Diya Mehta,35,449683,Salaried,680,617554,Business Expansion,63869,0
3690,Aadhya Mehta,34,522761,Salaried,737,1045618,Car Purchase,237589,0
3691,Aarohi Mehta,48,263844,Contract,589,131620,Debt Consolidation,36935,1
3692,Anika Mehta,24,683819,Salaried,634,664152,Medical,231076,0
3693,Myra Mehta,27,617336,Self-Employed,605,372979,Car Purchase,164296,1
3694,Sara Mehta,35,538908,Salaried,642,770070,Business Expansion,125596,0
3695,Aisha Mehta,31,150000,Unemployed,643,240346,Business Expansion,0,0
3696,Aarav Bose,39,310918,Salaried,678,448579,Education,368,1
3697,Vivaan Bose,33,500148,Salaried,662,119076,Car Purchase,157509,1
3698,Aditya Bose,25,884150,Salaried,542,1199110,Education,188007,0
3699,Vihaan Bose,31,522269,Salaried,640,379129,Medical,166843,1
3700,Arjun Bose,38,258513,Contract,625,100000,Medical,95465,0
3701,Sai Bose,36,1021292,Salaried,660,1184410,Home Renovation,133171,1
3702,Atharv Bose,42,590262,Contract,602,343897,Medical,145043,0
3703,Ishaan Bose,41,534454,Self-Employed,601,100000,Home Renovation,213904,1
3704,Ananya Bose,50,521274,Salaried,741,1098831,Medical,110402,0
3705,Diya Bose,30,423703,Salaried,689,581851,Education,93258,0
3706,Aadhya Bose,37,846869,Salaried,716,1592444,Medical,38166,0
3707,Aarohi Bose,30,659877,Contract,580,1348009,Debt Consolidation,278050,0
3708,Anika Bose,39,150000,Unemployed,593,158610,Debt Consolidation,20320,0
3709,Myra Bose,34,369509,Self-Employed,656,422623,Medical,99607,0
3710,Sara Bose,42,174189,Unemployed,523,293304,Education,39884,0
3711,Aisha Bose,27,574780,Salaried,661,958045,Debt Consolidation,58776,0
3712,Aarav Nair,23,449843,Salaried,582,615899,Home Renovation,44706,0
3713,Vivaan Nair,40,382989,Salaried,739,272323,Business Expansion,113039,1
3714,Aditya Nair,27,620762,Self-Employed,589,796648,Debt Consolidation,113017,0
3715,Vihaan Nair,35,197365,Unemployed,569,276546,Business Expansion,47810,0
3716,Arjun Nair,50,994975,Salaried,629,760193,Debt Consolidation,553257,0
3717,Sai Nair,36,328988,Self-Employed,578,557982,Debt Consolidation,156477,0
3718,Atharv Nair,31,208832,Contract,525,103826,Car Purchase,63499,0
3719,Ishaan Nair,23,1163651,Salaried,640,1091083,Medical,264652,0
3720,Ananya Nair,37,694679,Salaried,650,507039,Car Purchase,77018,1
3721,Diya Nair,49,605048,Salaried,737,852552,Medical,209898,0
3722,Aadhya Nair,24,741062,Self-Employed,581,1408247,Education,100500,0
3723,Aarohi Nair,34,387151,Salaried,701,477436,Medical,17584,1
3724,Anika Nair,35,732922,Self-Employed,587,100000,Medical,215557,1
3725,Myra Nair,27,1074824,Self-Employed,583,1023392,Car Purchase,290529,0
3726,Sara Nair,36,522261,Self-Employed,638,604377,Car Purchase,140258,0
3727,Aisha Nair,33,476014,Salaried,645,368161,Business Expansion,96077,1
3728,Aarav Rao,28,1148258,Self-Employed,667,163912,Business Expansion,509007,1
3729,Vivaan Rao,35,867846,Self-Employed,593,1006759,Car Purchase,16185,0
3730,Aditya Rao,42,397953,Salaried,712,894216,Education,103202,0
3731,Vihaan Rao,42,790848,Salaried,718,454699,Debt Consolidation,258710,1
3732,Arjun Rao,39,317705,Contract,582,369890,Business Expansion,23802,0
3733,Sai Rao,25,1154303,Self-Employed,603,746159,Home Renovation,244009,0
3734,Atharv Rao,40,584234,Salaried,638,100000,Business Expansion,92741,1
3735,Ishaan Rao,32,198504,Unemployed,579,344447,Business Expansion,65960,0
3736,Ananya Rao,45,557299,Contract,637,143388,Car Purchase,145372,1
3737,Diya Rao,26,466129,Salaried,586,912040,Education,236728,0
3738,Aadhya Rao,26,573575,Salaried,640,100000,Medical,193529,1
3739,Aarohi Rao,39,641031,Salaried,717,586133,Business Expansion,89728,1
3740,Anika Rao,31,310591,Salaried,709,100000,Debt Consolidation,101350,1
3741,Myra Rao,32,636972,Self-Employed,626,262661,Education,181019,1
3742,Sara Rao,48,1438580,Contract,587,2225174,Home Renovation,641198,0
3743,Aisha Rao,33,721369,Salaried,603,757915,Car Purchase,67797,0
3744,Aarav Mishra,34,210753,Contract,651,329421,Home Renovation,10806,0
3745,Vivaan Mishra,52,207334,Unemployed,621,100000,Medical,96253,0
3746,Aditya Mishra,50,585976,Salaried,639,100000,Debt Consolidation,332616,1
3747,Vihaan Mishra,30,712164,Salaried,698,1142033,Car Purchase,290036,0
3748,Arjun Mishra,23,434229,Salaried,610,716722,Debt Consolidation,126631,0
3749,Sai Mishra,35,2259512,Self-Employed,584,2827373,Education,847264,0
3750,Atharv Mishra,26,696759,Salaried,588,329214,Education,166695,0
3751,Ishaan Mishra,28,602639,Self-Employed,634,588999,Medical,255042,0
3752,Ananya Mishra,44,446635,Salaried,597,520479,Education,35020,0
3753,Diya Mishra,23,545078,Salaried,654,779939,Debt Consolidation,147019,0
3754,Aadhya Mishra,21,410356,Salaried,655,668503,Education,81493,0
3755,Aarohi Mishra,29,388834,Contract,627,223830,Education,102079,0
3756,Anika Mishra,33,1095226,Self-Employed,677,362777,Medical,269223,1
3757,Myra Mishra,26,513359,Salaried,593,656202,Medical,57133,0
3758,Sara Mishra,49,433531,Salaried,627,355801,Debt Consolidation,175792,0
3759,Aisha Mishra,21,434619,Salaried,569,550052,Debt Consolidation,79659,0
3760,Aarav Chopra,34,425989,Salaried,641,387948,Home Renovation,37158,1
3761,Vivaan Chopra,35,514617,Salaried,677,373278,Home Renovation,75165,1
3762,Aditya Chopra,50,549516,Salaried,728,879544,Education,181453,0
3763,Vihaan Chopra,44,595516,Self-Employed,674,1432845,Business Expansion,161334,0
3764,Arjun Chopra,32,516928,Salaried,626,100519,Home Renovation,74315,1
3765,Sai Chopra,35,327989,Salaried,595,345902,Education,89448,0
3766,Atharv Chopra,37,326290,Self-Employed,595,189660,Business Expansion,121953,0
3767,Ishaan Chopra,34,746814,Salaried,725,100000,Home Renovation,179829,1
3768,Ananya Chopra,29,348637,Salaried,641,256715,Education,116270,0
3769,Diya Chopra,43,515427,Self-Employed,685,218458,Home Renovation,91797,1
3770,Aadhya Chopra,32,633961,Salaried,670,672767,Business Expansion,130285,0
3771,Aarohi Chopra,47,896216,Salaried,662,636328,Business Expansion,478616,0
3772,Anika Chopra,25,679728,Salaried,669,320405,Business Expansion,195647,1
3773,Myra Chopra,40,885109,Salaried,606,842960,Home Renovation,374257,0
3774,Sara Chopra,37,671353,Self-Employed,634,1158143,Business Expansion,91234,0
3775,Aisha Chopra,30,3018720,Self-Employed,670,3000000,Medical,443925,1
3776,Aarav Ghosh,31,686286,Salaried,645,100000,Business Expansion,22445,1
3777,Vivaan Ghosh,35,608010,Salaried,624,911772,Business Expansion,259567,0
3778,Aditya Ghosh,34,709421,Salaried,722,538997,Debt Consolidation,92574,1
3779,Vihaan Ghosh,41,594636,Contract,626,382780,Car Purchase,278944,0
3780,Arjun Ghosh,31,272719,Salaried,671,366278,Debt Consolidation,42724,0
3781,Sai Ghosh,42,672689,Self-Employed,648,1152637,Education,181667,0
3782,Atharv Ghosh,30,701141,Salaried,645,513534,Debt Consolidation,352692,0
3783,Ishaan Ghosh,35,752078,Salaried,662,494867,Education,40040,1
3784,Ananya Ghosh,40,781962,Salaried,619,546668,Education,132413,1
3785,Diya Ghosh,21,1046044,Self-Employed,603,470874,Home Renovation,392768,1
3786,Aadhya Ghosh,34,408710,Salaried,584,630787,Education,172475,0
3787,Aarohi Ghosh,50,570279,Salaried,652,100000,Education,132952,1
3788,Anika Ghosh,35,271478,Salaried,665,756933,Education,45392,0
3789,Myra Ghosh,39,633209,Self-Employed,654,858420,Car Purchase,112044,0
3790,Sara Ghosh,52,594238,Salaried,722,351094,Car Purchase,436955,0
3791,Aisha Ghosh,40,333492,Unemployed,586,393235,Education,76787,0
3792,Aarav Sharma,32,499434,Contract,620,630923,Education,150158,0
3793,Vivaan Sharma,33,414615,Contract,625,762880,Medical,148779,0
3794,Aditya Sharma,24,818493,Salaried,642,558800,Home Renovation,213055,1
3795,Vihaan Sharma,26,393455,Salaried,699,258421,Car Purchase,18146,1
3796,Arjun Sharma,44,688320,Contract,719,631608,Home Renovation,213786,1
3797,Sai Sharma,35,187535,Contract,630,100000,Debt Consolidation,89479,0
3798,Atharv Sharma,41,237626,Unemployed,664,287368,Home Renovation,38229,0
3799,Ishaan Sharma,43,841493,Salaried,696,634609,Business Expansion,187428,1
3800,Ananya Sharma,21,459337,Self-Employed,606,581308,Business Expansion,137003,0
3801,Diya Sharma,29,544467,Salaried,657,697853,Business Expansion,169802,0
3802,Aadhya Sharma,39,458397,Self-Employed,676,318826,Education,105418,1
3803,Aarohi Sharma,31,380373,Salaried,689,100000,Home Renovation,45354,1
3804,Anika Sharma,28,270996,Contract,664,254829,Education,72472,0
3805,Myra Sharma,37,511636,Self-Employed,657,543592,Debt Consolidation,220385,0
3806,Sara Sharma,36,150000,Unemployed,609,112389,Medical,46784,0
3807,Aisha Sharma,34,435689,Self-Employed,582,253831,Education,250996,0
3808,Aarav Verma,22,730932,Self-Employed,537,997307,Car Purchase,156293,0
3809,Vivaan Verma,38,378285,Salaried,709,470021,Home Renovation,129112,0
3810,Aditya Verma,44,637419,Salaried,656,125651,Home Renovation,107063,1
3811,Vihaan Verma,55,318561,Salaried,637,700267,Education,31475,0
3812,Arjun Verma,37,328159,Salaried,592,384747,Debt Consolidation,133386,0
3813,Sai Verma,36,464322,Contract,628,369558,Debt Consolidation,204495,0
3814,Atharv Verma,25,1338334,Self-Employed,606,2286837,Education,528908,0
3815,Ishaan Verma,29,563540,Self-Employed,644,625699,Education,246606,0
3816,Ananya Verma,41,509657,Self-Employed,720,604056,Car Purchase,154100,0
3817,Diya Verma,23,701268,Self-Employed,619,1037571,Home Renovation,89784,0
3818,Aadhya Verma,42,338995,Salaried,675,100000,Car Purchase,122795,1
3819,Aarohi Verma,41,642726,Self-Employed,678,1255579,Car Purchase,190554,0
